ApplicationID,StageName,ReviewedDate,ReviewedBy,ActionTaken
27308,Medical Check,2025-08-18,Kasun Guneratne,Pending
27309,Medical Check,2025-05-12,Rashmi Peiris,Approved
27309,Final Approval,2025-07-17,Erandika Dias,Pending
27309,Interview,2025-05-08,Soha Nanayakkara,Hold
27310,Initial Review,2023-10-22,Soha Gamage,Rejected
27310,Visa Processing,2025-08-03,Gamini Yapa,Pending
27310,Interview,2025-01-04,Kamal Rajapaksa,Rejected
27311,Final Approval,2025-08-06,Sana Liyanage,Hold
27311,Visa Processing,2025-06-27,Oshan Ratnayake,Rejected
27312,Interview,2025-08-13,Jayani Ratnayake,Pending
27312,Initial Review,2024-07-30,Harshani Zuhair,Rejected
27313,Final Approval,2024-11-11,Nethmi Gamage,Pending
27314,Interview,2025-08-14,Amarasiri Jayawardena,Hold
27315,Visa Processing,2025-08-13,Dilshan Kumara,Approved
27315,Initial Review,2025-08-16,Eshini Ranaweera,Hold
27315,Final Approval,2025-06-21,Chandana Thangavelu,Approved
27316,Final Approval,2024-10-26,Tharaka de Silva,Approved
27316,Visa Processing,2025-06-18,Kanchana Weerasinghe,Approved
27317,Interview,2025-07-10,Upeksha Gamage,Pending
27317,Final Approval,2025-05-15,Madhavi Gamage,Pending
27317,Visa Processing,2025-06-20,Mohamed Samarasinghe,Approved
27318,Interview,2025-01-20,Asanga Kodithuwakku,Hold
27318,Medical Check,2025-05-26,Ganga Nadarajah,Rejected
27318,Final Approval,2025-02-01,Duminda Jayaweera,Approved
27319,Initial Review,2025-04-05,Yasith Peiris,Approved
27319,Final Approval,2023-10-22,Sampath Udayanga,Pending
27319,Visa Processing,2024-02-26,Erandika Ranaweera,Pending
27320,Visa Processing,2024-02-07,Harsha Fernando,Approved
27321,Interview,2025-04-04,Anura Ratnayake,Rejected
27321,Medical Check,2025-06-28,Erandika Guneratne,Hold
27322,Interview,2023-09-29,Madushika Alwis,Approved
27323,Interview,2025-03-06,Nalaka Kodithuwakku,Pending
27323,Medical Check,2025-03-28,Bandula Weerakoon,Pending
27323,Final Approval,2025-03-14,Hansika Thilakarathna,Approved
27324,Medical Check,2025-07-02,Vishaka Udayanga,Approved
27324,Visa Processing,2024-04-22,Sanduni Nadarajah,Hold
27324,Initial Review,2025-03-24,Tharushi Quintus,Approved
27325,Initial Review,2025-05-23,Sashika Munasinghe,Rejected
27325,Final Approval,2025-07-11,Pasindu Ratnayake,Rejected
27325,Medical Check,2025-06-14,Yasith Guneratne,Hold
27326,Visa Processing,2024-08-23,Wasantha Ponnambalam,Approved
27326,Final Approval,2024-10-25,Oshan Guneratne,Approved
27327,Initial Review,2025-04-13,Lasika Xavier,Rejected
27327,Interview,2025-02-21,Saman Yogarajah,Pending
27327,Visa Processing,2025-06-28,Inoka Herath,Approved
27328,Medical Check,2024-08-06,Thilini Thilakarathna,Hold
27328,Interview,2025-07-02,Thilina Senanayake,Approved
27329,Interview,2025-06-29,Lasantha Galappaththi,Hold
27330,Final Approval,2025-02-16,Isuru Senanayake,Approved
27330,Visa Processing,2025-08-13,Oshan Jayawardena,Pending
27331,Visa Processing,2024-07-27,Lahiru Zuhair,Approved
27332,Final Approval,2025-07-28,Hansika Alwis,Pending
27332,Medical Check,2025-04-27,Sampath Opatha,Approved
27332,Interview,2025-06-23,Wathsala Edirisinghe,Hold
27333,Interview,2025-07-01,Yasara Alwis,Rejected
27333,Visa Processing,2025-03-11,Tharushi Munasinghe,Rejected
27333,Final Approval,2025-06-05,Fazil Zoysa,Approved
27334,Visa Processing,2025-08-11,Isuri Cooray,Hold
27335,Interview,2025-01-04,Viraj Xavier,Approved
27335,Visa Processing,2024-05-25,Thilina Sivapragasam,Pending
27335,Final Approval,2024-06-09,Indika Dharmasena,Hold
27336,Visa Processing,2024-10-24,Aloka Gamage,Pending
27336,Initial Review,2025-06-22,Sana Ibrahim,Approved
27337,Final Approval,2023-12-28,Fathima Gamage,Approved
27337,Medical Check,2024-04-05,Tharushi Jayaweera,Approved
27337,Initial Review,2023-10-23,Zahran de Silva,Pending
27338,Interview,2023-12-03,Pasindu Pathirana,Hold
27338,Final Approval,2024-08-03,Vimukthi Fonseka,Approved
27339,Final Approval,2025-06-02,Gayani Thangavelu,Approved
27339,Initial Review,2025-05-20,Chamara Chandrasekara,Pending
27339,Medical Check,2025-05-04,Wathsala Ilangakoon,Rejected
27340,Interview,2025-05-23,Nimal Hewage,Rejected
27340,Initial Review,2025-02-06,Tilak Balasuriya,Hold
27341,Initial Review,2024-06-30,Saman Samarasinghe,Pending
27341,Medical Check,2024-07-24,Upeksha Ilangakoon,Hold
27342,Final Approval,2025-02-27,Udaya Pathirana,Hold
27342,Visa Processing,2025-06-08,Gamini Dias,Approved
27343,Initial Review,2025-05-18,Mahinda Madugalle,Approved
27343,Medical Check,2024-08-22,Roshini Edirisinghe,Rejected
27343,Visa Processing,2025-05-27,Bandula Weerasinghe,Approved
27344,Visa Processing,2025-06-19,Udaya Cooray,Rejected
27345,Interview,2025-03-21,Eshika Liyanage,Pending
27345,Initial Review,2024-09-13,Wathsala Pathirana,Rejected
27346,Final Approval,2024-10-01,Ruwan Obeysekera,Pending
27346,Medical Check,2025-07-12,Chandrika Pathirana,Rejected
27347,Visa Processing,2025-05-19,Ayesha Wickramasinghe,Approved
27348,Interview,2025-03-27,Ruwini Kumara,Approved
27348,Visa Processing,2025-08-16,Ahmed Hettiarachchi,Pending
27348,Initial Review,2025-06-22,Upeksha Jayawardena,Pending
27349,Interview,2025-08-16,Prasad Madugalle,Approved
27350,Visa Processing,2024-07-08,Ayesha Kulathunga,Approved
27350,Initial Review,2025-01-06,Roshini Guneratne,Hold
27351,Visa Processing,2024-12-24,Bhagya Opatha,Hold
27351,Initial Review,2025-06-29,Upul Alwis,Rejected
27351,Final Approval,2025-01-09,Yashodha Fernando,Rejected
27352,Visa Processing,2025-03-08,Sarath Ponnambalam,Hold
27352,Interview,2024-11-30,Suranga Abeysinghe,Rejected
27352,Final Approval,2023-10-21,Oshadi Liyanage,Rejected
27353,Final Approval,2024-07-27,Sanjaya Sivapragasam,Approved
27353,Medical Check,2024-09-13,Janani Munasinghe,Approved
27354,Medical Check,2025-07-03,Udeshika Perera,Hold
27354,Interview,2025-03-25,Rashmi Ponnambalam,Approved
27355,Initial Review,2024-06-05,Ganga Uthayakumar,Approved
27355,Interview,2025-06-26,Sana Quintus,Hold
27356,Interview,2025-07-12,Bhagya Weerakoon,Hold
27357,Visa Processing,2025-08-05,Buddhini Dissanayake,Pending
27357,Final Approval,2025-08-18,Sana Perera,Pending
27357,Interview,2025-08-17,Sanjaya Senanayake,Approved
27358,Final Approval,2024-09-10,Thushari Kodithuwakku,Rejected
27358,Medical Check,2024-10-18,Thushari Weerasinghe,Rejected
27359,Medical Check,2024-07-12,Rashmi Weerakoon,Rejected
27360,Final Approval,2025-04-19,Eshika Ratnayake,Pending
27360,Visa Processing,2025-03-30,Prasad Vithanage,Pending
27361,Visa Processing,2024-12-28,Anjali Vigneswaran,Approved
27361,Initial Review,2025-03-28,Isuru Weerakoon,Rejected
27362,Visa Processing,2025-08-18,Tharushi Wijesinghe,Pending
27362,Final Approval,2024-06-09,Zameer Fernando,Pending
27363,Medical Check,2025-08-19,Wathsala Rizvi,Pending
27363,Initial Review,2025-01-30,Chamara Hettiarachchi,Pending
27363,Final Approval,2025-05-30,Aloka Ilangakoon,Rejected
27364,Visa Processing,2025-04-14,Udeshika Ponnambalam,Pending
27364,Medical Check,2025-05-04,Pavithra Rizvi,Hold
27365,Interview,2025-07-15,Mahesh Ibrahim,Rejected
27365,Medical Check,2025-05-19,Saisha Thilakarathna,Hold
27365,Final Approval,2025-03-08,Dilani Jayawardena,Rejected
27366,Initial Review,2025-08-14,Janaka Jayawardena,Rejected
27366,Medical Check,2025-08-18,Nethmi de Silva,Rejected
27366,Final Approval,2025-08-09,Upeksha Ilangakoon,Rejected
27367,Visa Processing,2025-01-04,Adeesha Alwis,Rejected
27368,Visa Processing,2025-03-15,Yashodha Zoysa,Approved
27369,Initial Review,2025-07-24,Lalith Wickramasinghe,Pending
27369,Medical Check,2025-08-20,Pasindu Perera,Rejected
27369,Visa Processing,2025-07-20,Fazil Uthayakumar,Pending
27370,Final Approval,2025-01-16,Wathsala Bandara,Hold
27371,Medical Check,2025-08-17,Madushan de Silva,Hold
27371,Final Approval,2025-07-07,Deepthi Ilangakoon,Hold
27372,Final Approval,2025-05-18,Nirosha Alwis,Hold
27372,Visa Processing,2025-08-02,Yashodha Rizvi,Pending
27372,Medical Check,2025-04-12,Nalaka Edirisinghe,Rejected
27373,Initial Review,2025-05-10,Lalith Lokuhetti,Hold
27373,Medical Check,2025-03-26,Chamara Nanayakkara,Hold
27373,Visa Processing,2025-05-13,Wimal Edirisinghe,Rejected
27374,Final Approval,2025-04-02,Anjali Fernando,Hold
27374,Interview,2025-07-04,Ruwini Jayawardena,Rejected
27375,Initial Review,2025-08-04,Inoka Vithanage,Pending
27376,Initial Review,2025-01-20,Gayani Ranaweera,Rejected
27376,Visa Processing,2025-03-31,Erandika Dias,Approved
27376,Interview,2025-03-14,Tharushi Herath,Pending
27377,Visa Processing,2025-05-05,Madhavi de Silva,Approved
27378,Final Approval,2025-08-17,Madushan Gunawardena,Approved
27379,Final Approval,2025-05-17,Zainab Basnayake,Hold
27380,Visa Processing,2025-04-29,Inoka Thangavelu,Rejected
27380,Final Approval,2025-07-28,Mahesh Peiris,Hold
27381,Interview,2025-08-02,Menaka Nadarajah,Pending
27381,Initial Review,2025-02-04,Zainab Rizvi,Rejected
27381,Final Approval,2024-11-29,Zainab Hettiarachchi,Pending
27382,Final Approval,2025-02-07,Zameer Opatha,Pending
27382,Visa Processing,2025-07-24,Kasun Ratnayake,Pending
27383,Final Approval,2024-06-15,Hemantha Rizvi,Pending
27384,Final Approval,2025-05-24,Lahiru Dias,Approved
27384,Medical Check,2024-10-07,Zara Dissanayake,Hold
27384,Interview,2025-06-27,Roshini Gamage,Hold
27385,Visa Processing,2025-02-27,Sunil Gunawardena,Pending
27385,Final Approval,2025-07-05,Kasun Nadarajah,Hold
27386,Medical Check,2024-12-14,Roshini Sivapragasam,Rejected
27387,Medical Check,2025-05-23,Mahesh Samarasinghe,Approved
27387,Final Approval,2025-07-02,Nadeeka Dissanayake,Pending
27388,Visa Processing,2025-03-04,Oshini Uthayakumar,Pending
27389,Final Approval,2025-06-03,Vijitha Kumara,Hold
27389,Medical Check,2025-07-05,Lakmini Guneratne,Rejected
27390,Medical Check,2025-05-27,Buddhika Herath,Rejected
27390,Visa Processing,2025-06-16,Sarath Jaleel,Rejected
27390,Final Approval,2024-08-11,Sunil Quintus,Rejected
27391,Medical Check,2025-04-02,Udeshika Balasuriya,Pending
27392,Visa Processing,2025-06-10,Eshini Madugalle,Hold
27393,Initial Review,2024-11-22,Priyantha Abeysinghe,Approved
27393,Final Approval,2025-04-16,Oshini Ponnambalam,Hold
27394,Interview,2024-12-02,Thilini Gunawardena,Approved
27394,Visa Processing,2024-08-16,Kapila Guneratne,Hold
27394,Final Approval,2024-06-17,Achini Dissanayake,Hold
27395,Interview,2024-07-05,Oshadi Xavier,Rejected
27395,Medical Check,2024-08-26,Dilani Jayawardena,Approved
27395,Final Approval,2024-02-05,Yashodha Chandrasekara,Rejected
27396,Visa Processing,2025-06-30,Ibrahim Bandara,Rejected
27396,Initial Review,2025-08-20,Bhagya Kulathunga,Pending
27396,Medical Check,2025-07-18,Nuwan Gamage,Rejected
27397,Final Approval,2024-03-02,Nethmi Munasinghe,Rejected
27397,Interview,2025-04-13,Aloka Jayawardena,Approved
27398,Interview,2024-11-23,Saisha Alwis,Approved
27398,Initial Review,2025-02-25,Erandika Pathirana,Pending
27398,Final Approval,2025-05-05,Anura Senanayake,Rejected
27399,Visa Processing,2024-10-28,Vimukthi Pathirana,Hold
27400,Initial Review,2024-04-06,Lasantha Rizvi,Rejected
27400,Final Approval,2024-12-19,Madushika Peiris,Hold
27400,Visa Processing,2024-12-04,Chaminda Yogarajah,Pending
27401,Initial Review,2024-05-12,Madushan Ibrahim,Pending
27402,Visa Processing,2023-12-14,Saisha Kumara,Rejected
27402,Final Approval,2025-08-04,Deepthi Quintus,Hold
27403,Medical Check,2025-07-28,Kanchana Ekanayake,Pending
27403,Interview,2025-07-28,Achini Ibrahim,Pending
27404,Initial Review,2025-04-26,Anura Sivapragasam,Approved
27404,Final Approval,2024-03-10,Chandrika Obeysekera,Rejected
27405,Final Approval,2025-04-23,Sanjaya Abeysinghe,Pending
27405,Initial Review,2025-03-07,Tilak Madugalle,Approved
27406,Medical Check,2025-06-24,Eshika Alwis,Pending
27407,Final Approval,2025-08-15,Eshika Jayawardena,Approved
27407,Initial Review,2025-08-03,Janaka Wijesinghe,Approved
27408,Initial Review,2025-06-29,Chathurika Gamage,Pending
27408,Final Approval,2025-07-16,Ruwan Peiris,Rejected
27408,Medical Check,2025-06-29,Rashmi Wickramasinghe,Hold
27409,Interview,2025-06-11,Nadeesha Ratnayake,Hold
27410,Interview,2025-01-05,Nuwan Wickramasinghe,Approved
27410,Initial Review,2024-06-30,Duminda Thangavelu,Approved
27410,Visa Processing,2024-01-26,Nimal Obeysekera,Approved
27411,Visa Processing,2024-04-15,Dilani Uthayakumar,Rejected
27411,Final Approval,2025-07-16,Nalaka Fernando,Hold
27411,Interview,2025-08-09,Queenie Ekanayake,Hold
27412,Initial Review,2025-05-14,Anjali Weerasinghe,Hold
27412,Interview,2025-04-29,Hiba Gunawardena,Approved
27412,Visa Processing,2025-04-03,Rohan Munasinghe,Rejected
27413,Visa Processing,2025-02-23,Wimal Dias,Hold
27414,Final Approval,2025-07-25,Zameer Wickramasinghe,Rejected
27415,Final Approval,2024-06-21,Sanduni Ilangakoon,Pending
27416,Visa Processing,2024-08-22,Oshan Herath,Hold
27417,Final Approval,2025-06-10,Chandrika Wijesinghe,Rejected
27417,Interview,2025-04-24,Yasith Rajapaksa,Hold
27418,Interview,2025-08-11,Ayesha Ratnayake,Rejected
27419,Final Approval,2025-07-09,Shashika Ibrahim,Approved
27419,Initial Review,2025-08-15,Nadeesha Opatha,Rejected
27419,Visa Processing,2025-08-15,Tharaka Zoysa,Hold
27420,Visa Processing,2025-05-19,Sampath Kulathunga,Pending
27421,Medical Check,2025-03-15,Dilshan Jaleel,Approved
27421,Visa Processing,2024-02-01,Kapila Kulathunga,Hold
27422,Interview,2024-10-06,Nadeeka Quintus,Pending
27422,Initial Review,2025-06-26,Yohan Fernando,Rejected
27423,Visa Processing,2024-05-24,Janani Cooray,Hold
27424,Interview,2025-08-17,Vishaka Obeysekera,Approved
27424,Initial Review,2025-07-28,Thilina Ponnambalam,Pending
27425,Interview,2025-04-29,Wathsala Rizvi,Approved
27425,Initial Review,2025-01-19,Harsha Edirisinghe,Rejected
27426,Interview,2025-01-25,Menaka Madugalle,Pending
27426,Visa Processing,2025-07-01,Zara Guneratne,Hold
27427,Final Approval,2025-06-04,Vimukthi Rizvi,Rejected
27428,Interview,2025-06-27,Madushika Ekanayake,Hold
27428,Medical Check,2025-07-01,Zahran Opatha,Pending
27429,Final Approval,2024-09-27,Anura Jayawardena,Approved
27429,Interview,2024-10-15,Achini Obeysekera,Pending
27430,Initial Review,2024-12-06,Vimukthi Jayawardena,Pending
27430,Interview,2025-06-28,Vimukthi Zuhair,Approved
27430,Visa Processing,2025-07-27,Zameer Weerasinghe,Hold
27431,Final Approval,2025-02-21,Kalani Weerasinghe,Rejected
27431,Initial Review,2025-01-25,Madhavi Herath,Hold
27432,Visa Processing,2023-12-20,Mohamed Obeysekera,Pending
27432,Initial Review,2025-05-07,Ibrahim Peiris,Rejected
27433,Medical Check,2025-08-06,Hemantha Fernando,Hold
27433,Final Approval,2025-06-22,Zara Basnayake,Approved
27434,Medical Check,2025-08-05,Hansika Yapa,Rejected
27434,Visa Processing,2025-08-01,Madhavi Amarasinghe,Pending
27434,Interview,2025-07-31,Hansika Karunaratne,Pending
27435,Visa Processing,2023-12-10,Jagath Sivapragasam,Rejected
27435,Initial Review,2024-12-31,Thilini Bandara,Rejected
27436,Interview,2025-07-22,Madhavi Galappaththi,Approved
27436,Visa Processing,2025-05-28,Saisha Munasinghe,Pending
27436,Medical Check,2025-02-23,Ranil Dharmasena,Hold
27437,Final Approval,2025-03-22,Asanga Yogarajah,Hold
27438,Final Approval,2024-08-23,Buddhini Ratnayake,Rejected
27439,Initial Review,2025-01-12,Ganga Wickramasinghe,Pending
27439,Visa Processing,2025-03-08,Dayan Vigneswaran,Approved
27439,Final Approval,2025-02-24,Tharushi Vithanage,Pending
27440,Interview,2024-11-18,Menaka Wickramasinghe,Approved
27440,Visa Processing,2023-12-03,Harsha Chandrasekara,Rejected
27440,Initial Review,2024-09-11,Kamal Karunaratne,Rejected
27441,Visa Processing,2025-04-10,Hemantha Pathirana,Hold
27441,Medical Check,2024-06-13,Asanka Ilangakoon,Rejected
27442,Interview,2024-06-17,Ranil Ilangakoon,Hold
27443,Initial Review,2025-02-23,Pradeep Pathirana,Hold
27443,Interview,2025-08-11,Indika Xavier,Approved
27444,Interview,2025-01-10,Abhaya Jayawardena,Approved
27445,Visa Processing,2024-05-24,Thushari Ilangakoon,Rejected
27445,Initial Review,2025-01-15,Ranil Madugalle,Rejected
27445,Medical Check,2024-09-09,Tharushi Vigneswaran,Pending
27446,Final Approval,2024-03-09,Yashodha Fonseka,Rejected
27447,Visa Processing,2025-07-12,Hansika Gamage,Approved
27447,Interview,2025-08-03,Ahmed Yapa,Approved
27447,Final Approval,2025-08-19,Adeesha Cooray,Pending
27448,Visa Processing,2025-07-27,Jayani Uthayakumar,Approved
27448,Medical Check,2024-06-23,Wimal Nadarajah,Hold
27448,Initial Review,2024-11-08,Jagath Hettiarachchi,Rejected
27449,Interview,2025-05-10,Sarath Guneratne,Hold
27450,Initial Review,2025-07-24,Zainab Perera,Pending
27450,Medical Check,2025-02-22,Mahinda Perera,Rejected
27450,Interview,2025-06-08,Akila Kumara,Hold
27451,Initial Review,2025-07-01,Vimukthi Sivapragasam,Approved
27451,Visa Processing,2025-07-16,Ranjith Bandara,Approved
27452,Interview,2025-07-07,Anura Dissanayake,Hold
27452,Final Approval,2025-05-21,Erandika Ilangakoon,Rejected
27452,Medical Check,2025-05-10,Thushari Kodithuwakku,Approved
27453,Final Approval,2025-01-10,Amarasiri Balasuriya,Approved
27454,Interview,2025-05-31,Oshini Edirisinghe,Approved
27454,Medical Check,2025-01-19,Isuri Cooray,Approved
27454,Final Approval,2025-06-22,Ranil Munasinghe,Hold
27455,Medical Check,2024-06-12,Gayan Ilangakoon,Pending
27455,Initial Review,2025-06-25,Tharushi Ilangakoon,Hold
27455,Visa Processing,2025-07-31,Gayani Ekanayake,Hold
27456,Initial Review,2025-08-11,Madushika Fonseka,Approved
27456,Interview,2025-08-15,Lalith Thilakarathna,Hold
27457,Final Approval,2025-05-13,Tharushi Nanayakkara,Approved
27458,Interview,2025-08-16,Ajith Yapa,Approved
27459,Final Approval,2025-04-21,Chandrika Munasinghe,Pending
27460,Initial Review,2024-10-08,Pradeep Udayanga,Rejected
27460,Interview,2025-04-29,Indika Zoysa,Approved
27461,Initial Review,2025-08-14,Lasika Ibrahim,Rejected
27461,Interview,2025-08-18,Indrani Abeysinghe,Approved
27462,Interview,2025-02-02,Dilani Lokuhetti,Approved
27463,Interview,2025-07-18,Deepthi Vigneswaran,Approved
27463,Visa Processing,2025-08-07,Vijitha Munasinghe,Rejected
27464,Medical Check,2025-04-01,Dilani Pathirana,Hold
27465,Visa Processing,2024-08-26,Lakmini Ponnambalam,Approved
27465,Interview,2025-03-20,Ayesha Dias,Rejected
27466,Medical Check,2024-10-11,Nethmi Basnayake,Hold
27466,Interview,2024-11-23,Vishaka Rajapaksa,Rejected
27467,Medical Check,2025-07-16,Yashodha Fernando,Approved
27467,Final Approval,2025-07-19,Eranga Bandara,Pending
27468,Interview,2025-02-09,Zameer Weerakoon,Approved
27468,Visa Processing,2025-08-07,Eshika Gunawardena,Approved
27469,Final Approval,2025-08-18,Shashika Vigneswaran,Pending
27469,Interview,2025-05-31,Tilak Bandara,Approved
27470,Final Approval,2025-01-22,Wasanthi Balasuriya,Hold
27470,Interview,2025-04-10,Bhagya Cooray,Rejected
27471,Visa Processing,2025-06-21,Jayani Lokuhetti,Pending
27471,Interview,2025-08-08,Yasara Guneratne,Pending
27472,Initial Review,2025-08-08,Nadeeka Weerakoon,Rejected
27472,Visa Processing,2025-06-23,Ganga Samarasinghe,Approved
27472,Final Approval,2025-04-09,Kithsiri Ekanayake,Rejected
27473,Initial Review,2023-10-13,Dinesh Sivapragasam,Rejected
27473,Medical Check,2025-07-10,Hemantha Hewage,Hold
27473,Interview,2024-04-07,Sampath Karunaratne,Approved
27474,Initial Review,2024-12-30,Adeesha Basnayake,Approved
27474,Visa Processing,2024-08-26,Shashika Cooray,Approved
27474,Medical Check,2025-04-12,Isuri Edirisinghe,Pending
27475,Interview,2024-11-12,Harshani Guneratne,Rejected
27476,Medical Check,2025-07-27,Upul Vigneswaran,Approved
27477,Final Approval,2025-08-06,Fazil Ekanayake,Approved
27477,Medical Check,2025-06-06,Erandika Jayawardena,Hold
27477,Initial Review,2025-08-10,Udeshika Lokuhetti,Pending
27478,Visa Processing,2024-12-05,Jayantha Obeysekera,Rejected
27478,Final Approval,2025-08-04,Jagath Lokuhetti,Hold
27478,Medical Check,2024-11-04,Dilani Thilakarathna,Pending
27479,Final Approval,2025-01-24,Bhagya Xavier,Rejected
27479,Visa Processing,2025-06-13,Akila Ekanayake,Rejected
27479,Initial Review,2025-05-06,Udaya Galappaththi,Hold
27480,Interview,2025-04-15,Viraj Rizvi,Hold
27481,Medical Check,2024-12-12,Indika Thangavelu,Approved
27482,Interview,2025-06-27,Madushan Rizvi,Hold
